,index,text,id,date,real,link,user
0,334,GREAT NEWS!! Just found out my credit score is 350! Thats the highest score its EVER BEEN! Higher than anyone!  350 also happens to be the SAME score that I got on my SAT test for colledge! Which means I'm SMART! AND STABEL!,1.248023872110297e+18,2020-04-08 23:04:12,0.0,0,p
1,187,Biden and the Democrats want to get rid of the Private Healthcare Plans for 180 MILLION Americans that are happy. They’ll be put on socialized medicine!,1.3066629327140086e+18,2020-09-17 18:34:54,1.0,0,r
2,80,"The big Unsolicited Ballot States should give it up NOW, before it is too late, and ask people to go to the Polling Booths and, like always before, VOTE. Otherwise, MAYHEM!!! Solicited Ballots (absentee) are OK. @foxandfriends",1.3065598536834458e+18,2020-09-17 11:45:18,1.0,0,r
3,285,"John Bolton is LYEING! He says I asked Kelly if Finland was part of Russia! I NEVER ASKED THAT! I'm the president! So I know Finland isn't even near Russia! And when I asked Kelly if Finland was part of Russia, I was asking about the OTHER Finland!! The one that boarders America!",1.273370716851835e+18,2020-06-17 21:43:31,0.0,0,p
4,444,"We will have enough vaccine for every American by April, but only if you were at church last Easter!",1.3070591272989942e+18,2020-09-18 20:49:14,0.0,0,p
5,365,VERY Happy to anounce that the FAMOUS defense attorney Alan Dershowitz will defend ME at MY impeachment! Dershowitz defended murderers like OJ Simpson and sex offenders like Jeffrey Epstein! He ONLY defends the WORST scum on this planet! He's the perfect person to defend ME!,1.2185912633158943e+18,2020-01-18 17:49:32,0.0,0,p
6,205,Vaccines are moving along fast and safely!,1.3062336834021622e+18,2020-09-16 14:09:13,1.0,0,r
7,566,"Roger Stone knows exactly what it will take for me to win in 2020. If the Post Office is somehow still operational, I must cancel the election and make sure the votes cannot be counted!",1.3050813187458048e+18,2020-09-13 09:50:08,0.0,0,p
8,420,The story by Axios is FAKE NEWS! I NEVER said I want to use a nuclear bomb on a hurricane before it reaches the shoar!! That's a stupid idea! I said I want to use TWENTY nuclear bombs on a hurricane! That would vaporize the hurricane AND serve as a deterrent to other hurricanes!,1.166117674788819e+18,2019-08-26 22:38:13,0.0,0,p
9,547,"I am willing to challenge Joe Biden to a 4-hour debate or until my diaper fills up or all the drugs fall out of my nose, whichever comes first! #JoeRoganDebate",1.3055230902444892e+18,2020-09-14 15:05:34,0.0,0,p
10,226,"My team and I are closely monitoring extremely dangerous Hurricane Sally. We are fully engaged with State & Local Leaders to assist the great people of Alabama, Louisiana, and Mississippi. Be ready and listen to State and Local Leaders! @GovernorKayIvey @LouisianaGov @TateReeves",1.3057091784978514e+18,2020-09-15 03:25:01,1.0,0,r
11,356,Great News!!! Just got out of a Classified breifing! Russia is ALREADY interfering in the 2020 presidential election to reelect ME!! Thank you Putin!!  You are the best!!,1.2306284417891697e+18,2020-02-20 23:00:59,0.0,0,p
12,190,"I am lowering, not raising, Medicare Premiums!",1.306658015504982e+18,2020-09-17 18:15:22,1.0,0,r
13,64,"The Democrats are just ANGRY that the vaccine and delivery are so far ahead of schedule. They hate what they are seeing. Saving lives should make them happy, not sad!",1.306695488167719e+18,2020-09-17 20:44:16,1.0,0,r
14,316,Do nothing Democrats are keeping their Blue states like Michagan & Pencilvania closed! Sad! While MY Red States are opening!! But it's NOT FAIR for MY re-election because more Democrats will be alive in November! This is why we need early voting for MY supporters in Red States!,1.258177570044027e+18,2020-05-06 23:31:23,0.0,0,p
15,105,"We are advertising all over the place, but as much as we do, the Fake News likes to say we aren’t. Just being smart. We have much more money than we had at same time in 2016. Also spending on other, and different, elements of the campaign. Starting to get great poll numbers!",1.3058663471974564e+18,2020-09-15 13:49:33,1.0,0,r
16,86,"Democrats are “heartless”. They don’t want to give STIMULUS PAYMENTS to people who desperately need the money, and whose fault it was NOT that the plague came in from China. Go for the much higher numbers, Republicans, it all comes back to the USA anyway (one way or another!).",1.3062390338913157e+18,2020-09-16 14:30:29,1.0,0,p
17,337,"Why should I help New York State with MY huge stockpile of medicle equipment?! New York should have been more prepared! This is just like when the Germans attacked Pearl Harbor in WWI. The state of Hawaii WAS TOTALLY unprepared! Hawaii SHOULD HAVE stockpiled guns, ships & jets!",1.2465199071242076e+18,2020-04-04 19:27:59,0.0,0,p
18,106,On @foxandfriends Now! Enjoy!,1.3058390359994941e+18,2020-09-15 12:01:02,1.0,0,r
19,284,Totaly not fair that Facebook removed MY campaign ads that use Nazi symbols! Thats against the 2nd Amendment!! I should be able to use my Nazi symbols everywhere! 110% of MY voters want this!,1.273738637499392e+18,2020-06-18 22:05:30,0.0,0,p
20,33,"Jason Lewis (@LewisForMN) will be an incredible Senator for the State of Minnesota! He is a proven leader who will help us Lower your Taxes, Protect our Communities and Defend your Second Amendment…",1.3070524484151296e+18,2020-09-18 20:22:42,1.0,0,r
21,364,"On the way to Texas! BEFORE I was president, when ""Obama"" was president - NOBODY knew where Texas was- especialy the people who lived there. But thanks to ME, your favorite president, TEXAS is now the Biggest State!! And it's on ALL THE MAPS!! Your Welcome!",1.2189672971063583e+18,2020-01-19 18:43:45,0.0,0,p
22,313,"Did you see my press confrence? I WAS SO GOOD! I made up NEW facts that NO ONE has ever made up before! NOBODY could believe MY new facts!! 
#TrumpPressConference",1.259957671966511e+18,2020-05-11 21:24:52,0.0,0,p
23,480,"I have just solved so-called Climate Change by invoking the Defense Production Act to produce 250 million rakes and 50 billion rolls of paper towels. You are welcome, America!",1.3065654578021253e+18,2020-09-17 12:07:34,0.0,0,p
24,196,"Twitter makes sure that Trending on Twitter is anything bad, Fake or not, about President Donald Trump. So obvious what they are doing. Being studied now!",1.3065654059689206e+18,2020-09-17 12:07:22,1.0,0,r
25,233,"“Players take knee, raise fist, stay in locker room, during National Anthem”. @FoxNews No thanks, tell them to “protest” some other time!",1.3056184069897298e+18,2020-09-14 21:24:20,1.0,0,r
26,359,The Senate voted me NOT GUILTY! Yay! Thanks to my Republacan Senators (except Senator Romney) for helping ME cover up MY crimes! Best trial ever! No witnesses allowed! No facts allowed! Best cover-up EVER!!,1.2251800469288305e+18,2020-02-05 22:11:00,0.0,0,p
27,248,"MY campaigne advisors Love MY IDEA of going after  “Suburban Housewives” - which is my Secret codename for ""racist white women."" Just need to find 50 million to vote for ME! So far my list has 23 names! But its really 19 since Betsy Devos signed her name twice.. #ThursdayThoughts",1.293890620050768e+18,2020-08-13 12:42:17,0.0,0,p
28,168,"No one has been more wrong, more often than Biden. He voted FOR the Iraq War, he supported the defense sequester that gutted our military, he opposed the mission to take out Osama bin Laden, he opposed killing Soleimani, he oversaw the rise of ISIS, and he cheered the rise of...",1.306801068186116e+18,2020-09-18 03:43:48,1.0,0,r
29,23,".@GOP  We were put in this position of power and importance to make decisions for the people who so proudly elected us, the most important of which has long been considered to be the selection of United States Supreme Court Justices. We have this obligation, without delay!",1.307321159113937e+18,2020-09-19 14:10:27,1.0,0,r
30,354,"I had to go to a National Instatute of Health Coronavirus Briefing. Soooo Boring!! But they did show pictures!! Pictures of Bats and Camels and Doctors and Viruses and Maps! Scary!!! I didn't listen because I KNOW MORE about virises than anyone!! My Uncle went to MIT!!
 #Covid_19",1.23496000672811e+18,2020-03-03 21:53:04,0.0,0,p
31,328,LIBERATE AMERICA! Whoever is in charge of the Fedral goverment is doing a TERRIBLE job!!!,1.2511956054745866e+18,2020-04-17 17:07:33,0.0,0,p
32,295,LOW IQ Secretary of Defense Mark Esper is a idiot!! I told him to send me the Army Men with the GREEN uniforms! But he sent ME the Army Men with the TAN uniforms! They have bayonets - But WHERE are their Bazookas?! I LOVE Bazookas!! And Flamethrowers! Very POWERFUL Flamethrowers!,1.2682104023594885e+18,2020-06-03 15:58:16,0.0,0,p
33,74,"State Supreme Court in Pennsylvania just affirmed that Ballot harvesting remains illegal. We will be watching that the Democrats do not Ballot Harvest - a felony. In other words, the Republican Party won on the atrocious Ballot Harvesting Scam...",1.306657201235415e+18,2020-09-17 18:12:07,1.0,0,r
34,421,I'm at the G-7 conference in France... This conference is soooo BORING! All these world leaders want to do is talk about economics & stuff! YAWN! But Thanks to ME - your President - #WeirdThingsToPutUpYourAss - is now trending! Your welcome!! #Maga #SundayThoughts #SundayMorning,1.1656370500722074e+18,2019-08-25 14:48:23,0.0,0,p
35,78,"Twitter makes sure that Trending on Twitter is anything bad, Fake or not, about President Donald Trump. So obvious what they are doing. Being studied now!",1.3065654059689206e+18,2020-09-17 12:07:22,1.0,0,r
36,503,"When I agreed to met ""swing voters"" I thought we'd all be putting our car keys in a bowl. Instead, they started asking me all kinds of ""gotcha"" questions. A Total Ambush! #TrumpTownHall",1.3062571489434378e+18,2020-09-16 15:42:28,0.0,0,p
37,553,I don't have time to watch #60Minutes! One hour is my limit with any show.,1.3053084652006072e+18,2020-09-14 00:52:44,0.0,0,p
38,278,Fake News says my pole numbers are down among evangelical Christians! The dam Christians who follow that religion owe ME! I held a bible!! In MY HAND! No other president did that! And nobody even heard of that guy Jesus before I became president!,1.276274951700521e+18,2020-06-25 22:03:55,0.0,0,p
39,290,Just heard that the USA is officialy in a BIG Recession - BIGGER THAN ANYONE THOUGHT POSSIBLE! And EVERYONE is naming it after ME! #TrumpRecession! Your Welcome!,1.2701168193330094e+18,2020-06-08 22:13:42,0.0,0,p
40,204,"Democrats are “heartless”. They don’t want to give STIMULUS PAYMENTS to people who desperately need the money, and whose fault it was NOT that the plague came in from China. Go for the much higher numbers, Republicans, it all comes back to the USA anyway (one way or another!).",1.3062390338913157e+18,2020-09-16 14:30:29,1.0,0,r
41,323,I'M SO ANGRY!! Why is fake news so criticle of me when I said that we ought to put Ultraviolet lights inside our bodies!? I DO IT ALL THE TIME! (Not in my mouth of course!) THATS WHY THEY MAKE LIGHT BULBS AND FLASHLIGHTS ROUND INSTEAD OF SQUARE!! EVERYONE KNOWS THAT!!,1.253721178138706e+18,2020-04-24 16:23:16,0.0,0,p
42,82,"Don’t worry, wonderful & beautiful Alaska, there will be NO POLITICS in the Pebble Mine Review Process. I will do what is right for Alaska and our great Country!!!",1.3064178244711752e+18,2020-09-17 02:20:56,1.0,0,p
43,414,"Getting reports that all MY Trump supporters are evacuating the entire state of Alabama! Don't do that!! When I said the hurricain was going to hit Alabama, I WASN'T talking about the STATE of Alabama! I was talking about that Other place! #ThursdayThoughts",1.1695691648408986e+18,2019-09-05 11:13:13,0.0,0,p
44,108,"My team and I are closely monitoring extremely dangerous Hurricane Sally. We are fully engaged with State & Local Leaders to assist the great people of Alabama, Louisiana, and Mississippi. Be ready and listen to State and Local Leaders! @GovernorKayIvey @LouisianaGov @TateReeves",1.3057091784978514e+18,2020-09-15 03:25:01,1.0,0,r
45,111,"Did you see where Joe Biden — as Weak, Tired, and Sleepy as he is, went to a Polling Place today in Delaware (of course!) to VOTE!? If Biden can do it, any American can do it!",1.3056938610674074e+18,2020-09-15 02:24:09,1.0,0,p
46,296,"I was VERY BRAVE to leave MY bunker for my photo op! MY Milatary fired rubber bullets & gassed the peaceful Lowlife & Scum to clear MY path! (Thats what Jesus would do- DOMINATE the weak!) I even used a bible as a prop! So why are the damn Christians mad at ME?
#TrumpDictatorship",1.2678484966417162e+18,2020-06-02 16:00:11,0.0,0,p
47,16,"VIRGINIA, and everywhere else for that matter, I am the only thing standing between you and your 2nd Amendment. If I am re-elected, it is 100% SAFE. If not, it is GONE!",1.307647794497368e+18,2020-09-20 11:48:23,1.0,0,r
48,134,"VIRGINIA, and everywhere else for that matter, I am the only thing standing between you and your 2nd Amendment. If I am re-elected, it is 100% SAFE. If not, it is GONE!",1.307647794497368e+18,2020-09-20 11:48:23,1.0,0,r
49,262,"Sleapy Joe Biden says I'm a Racist! WRONG! I like ALL white people! AND I like all Caucasians! And I LOVE Nordic people! Especially girls from Sweden, Finland & Nordway! VERY HOT!!! Also - I once hired a token redhead (WITH FRECKLES!)- to work at Mar-a-Lago! PROOF I'M NOT RACIST!",1.2860560460631245e+18,2020-07-22 21:50:29,0.0,0,p
50,60,"Bob Woodward’s badly written book is very boring & totally “obsolete”. Didn’t even talk about the recent Middle East deal. Just another tired, washed up Trump Hater, who can’t stand that I have done so much, so quickly! #MAGA",1.3067353374236058e+18,2020-09-17 23:22:37,1.0,0,r
51,197,"I am SUBSTANTIALLY LOWERING MEDICARE PREMIUMS. Have instituted Favored Nations Clause and Rebates on Drug Companies. Never been done before. Drug companies are hitting me with Fake Ads, just like sleepy Joe. Be careful! Drug prices will be reduced massively, and soon.",1.3065643409722286e+18,2020-09-17 12:03:08,1.0,0,r
52,192,"State Supreme Court in Pennsylvania just affirmed that Ballot harvesting remains illegal. We will be watching that the Democrats do not Ballot Harvest - a felony. In other words, the Republican Party won on the atrocious Ballot Harvesting Scam...",1.306657201235415e+18,2020-09-17 18:12:07,1.0,0,r
53,4,MAKE AMERICA GREAT AGAIN!,1.3076753703221453e+18,2020-09-20 13:37:58,1.0,0,r
54,88,Thank you for the great reviews of the @ABC News show last night!,1.3062277239589724e+18,2020-09-16 13:45:32,1.0,0,r
55,443,"Now that ""Kinky"" @MattGaetz is running scared from @PhilEhr, I'm thinking of asking his doctor to take a look at my bone spurs which have been acting up lately! VP Joe ain't looking so Sleepy anymore! #KinkyMatt #GaetzWontDebate",1.307059833485615e+18,2020-09-18 20:52:02,0.0,0,p
56,59,On Air Force One heading to Wisconsin. Biden refused to go there to apologize for not showing up for the failed Democrat Convention. So funny to watch the Fake News fawning over Sleepy Joe’s ridiculous “car press conference”. Pathetic!,1.306738755894567e+18,2020-09-17 23:36:12,1.0,0,r
57,318,VERY UPSET that Pulitzer Prize winners were anounced and I DIDN'T win! I entered MY name OVER 700 times! And I wasn't picked!? Drawing was totally RIGGED!! Some Journalists won it! How many times did they enter there names?! UNFAIR because journalists have access to photocopiers!,1.2574256510003692e+18,2020-05-04 21:43:31,0.0,0,p
58,392,Lies! Kampala Harris says my crimes are committed in plane site! She’s lying! My crimes are ALWAYS hidden! ALWAYS!! #DemocraticDebate,1.1842601420213944e+18,2019-10-16 00:09:55,0.0,0,p
59,48,Pelosi wants to take 30 Billion Dollars away from our great Farmers. Can’t let that happen!,1.3069517643824906e+18,2020-09-18 13:42:37,1.0,0,r
60,200,"Don’t worry, wonderful & beautiful Alaska, there will be NO POLITICS in the Pebble Mine Review Process. I will do what is right for Alaska and our great Country!!!",1.3064178244711752e+18,2020-09-17 02:20:56,1.0,0,p
61,320,Totally not fare that other politicians are getting press coverage about alleged sexual misconduct! I SHOULD BE THE ONE GETTING THE PRESS COVERAGE! TWENTY THREE  Women accused ME of sexual misconduct AND assault! AND ONLY 2 OF THEM ARE LYING! Where's MY press coverage!?,1.256633451970691e+18,2020-05-02 17:15:36,0.0,0,p
62,43,"Voting starts in Virginia TODAY, and we are going to WIN. You have a crazy Governor who wants to take away your guns, which he will do without me in office. He is in favor of executing babies after birth - this isn’t late-term abortion, this is a step way beyond! Vote for me...",1.3070306603900273e+18,2020-09-18 18:56:07,1.0,0,r
63,250,"Fake news is critisizing ME for calling Kamala Harris a ""Nasty Woman!"" Some say its sexist and racist! BUT THAT’S NOT FAIR!! I call ALL women “Nasty”!! Suburban Housewives! Black women! Asian Women! Hispanic Women! Pour women! Rich women! See!! ALL women! ALL Nasty!!  #nastywoman",1.293605026468946e+18,2020-08-12 17:47:26,0.0,0,p
64,342,"Their are now 100,000 Coronavirus cases in the United States! 100,000! I've checked with my advisors - Very Happy to report the majority of them think 100,000 is BIGGER then 10,000 - But LESS then 1,000,000!! So 100,000 is the PERFECT NUMBER!! A number that NO ONE knew existed!",1.2436893550777344e+18,2020-03-28 00:00:23,0.0,0,p
65,178,"Bob Woodward’s badly written book is very boring & totally “obsolete”. Didn’t even talk about the recent Middle East deal. Just another tired, washed up Trump Hater, who can’t stand that I have done so much, so quickly! #MAGA",1.3067353374236058e+18,2020-09-17 23:22:37,1.0,0,r
66,432,THERE HAS TO BE SOME FORM OF PUNISHMENT FOR EVERYONE WHO DIDN’T VOTE FOR ME!,1.3073844980578918e+18,2020-09-19 18:22:09,0.0,0,p
67,389,My National Secruity Advisors say that terrorist cells around the world from Nigeria to Lybia are celebrating my withdrawal from Syria. I told these so-called experts that terrorists CAN'T celebrate! I defeated all of them! I DID IT! It was ME! There ALL GONE! #MondayThoughts,1.1863106117240955e+18,2019-10-21 15:57:45,0.0,0,p
68,189,Congratulations Prime Minister Yoshihide Suga. You have a great life story! I know you will do a tremendous job for Japan and for the world. Look forward to talking soon! @kantei @sugawitter,1.306658411422118e+18,2020-09-17 18:16:56,1.0,0,r
69,395,"My Generals keep interupting ME to tell me American Special Forces are currently coming under AN INTENSE artillery attack by allies in Syria! AS SOON AS I finish playing golf, I'll find out more. So far I'm 47 over par! Best Game EVER! Going to hole 3 now...
#SundayThoughts",1.1833922174294344e+18,2019-10-13 14:41:05,0.0,0,p
70,229,"Did you see where Joe Biden — as Weak, Tired, and Sleepy as he is, went to a Polling Place today in Delaware (of course!) to VOTE!? If Biden can do it, any American can do it!",1.3056938610674074e+18,2020-09-15 02:24:09,1.0,0,r
71,201,Moving up News Conference to 5:15. Enjoy!,1.3063391971675587e+18,2020-09-16 21:08:29,1.0,0,r
72,279,"OMG! MY son Eric Trump just called & says he has a NEW PLAN to get ME reelected in December! He says it has to do with Michael Flynn, Geraldo, Poland, the French Revolution, Al Capone & the Loch Ness Monster! Eric is on his way to the White House RIGHT NOW! Can't wait to hear it!",1.2759059931431363e+18,2020-06-24 21:37:48,0.0,0,p
73,287,I couldn't have been more cleer! I don't like police choke holds. Choke holds are horrible & should be avoided - except when they're used. But choke holds are perfect- a beautiful thing! Abraham Lincoln used them! And Lincoln was a president! THAT'S why I like Police choke holds!,1.271573703650939e+18,2020-06-12 22:42:50,0.0,0,p
74,73,"Unsolicited Ballots are uncontrollable, totally open to ELECTION INTERFERENCE by foreign countries, and will lead to massive chaos and confusion!",1.3066573778239939e+18,2020-09-17 18:12:50,1.0,0,r
75,83,Moving up News Conference to 5:15. Enjoy!,1.3063391971675587e+18,2020-09-16 21:08:29,1.0,0,r
76,207,"Great News: BIG TEN FOOTBALL IS BACK. All teams to participate. Thank you to the players, coaches, parents, and all school representatives. Have a FANTASTIC SEASON! It is my great honor to have helped!!!",1.3062247837057352e+18,2020-09-16 13:33:51,1.0,0,r
77,397,"IM VERY ANGRY!! VERY!! Just found out I DIDN'T win the Nobel Peace Prize! I WANTED IT! This is Bullshit!! They better change there minds and make ME the winner! Don't they know I've got 10,000 Nuclear Missiles! And unlike Lazy Obama, I'm not afraid to use them! #FridayThoughts",1.1826161532790825e+18,2019-10-11 11:17:17,0.0,0,p
78,245,OMG!!! My daughter Ivanka looks soooooo hot!!! Very low cut blouse!!!! Wow!!!,1.2991672138244178e+18,2020-08-28 02:09:35,0.0,0,p
79,230,"We had great rallies this past weekend, after the Governor of Nevada worked very hard to cancel all of our venues. Despite the fact that he controls the state, he failed, but would have rather done rally outside. Can you imagine this man is in charge...",1.305693617969754e+18,2020-09-15 02:23:11,1.0,0,r
80,109,"According to press reports, Iran may be planning an assassination, or other attack, against the United States in retaliation for the killing of terrorist leader Soleimani, which was carried out for his planning a future attack, murdering U.S. Troops, and the death & suffering...",1.3057040285635953e+18,2020-09-15 03:04:33,1.0,0,r
81,411,"Just fired National Security Advisor John Bolton! He's a Traitor!! He NEVER followed MY orders! When I ORDERED him to give Putin a list of My CIA agents, Bolton refused! When I Ordered Bolton to Nuke the hurricane, Bolton didn't do it! Now -thanks to Bolton- Alabama is in ruins!!",1.1714702831289876e+18,2019-09-10 17:07:35,0.0,0,p
82,314,"After it was reveeled that I was exposed to Coronavirus, SOMEBODY on my personal staff has been leaving household disinfectants, cups of ice, and syringes outside my bedroom door!! It may have been MY Secret Service agent Dave - WHO I HATE! But whoever it is- THANK YOU VERY MUCH!",1.2588664555772682e+18,2020-05-08 21:08:46,0.0,0,p
83,166,Pelosi wants to take 30 Billion Dollars away from our great Farmers. Can’t let that happen!,1.3069517643824906e+18,2020-09-18 13:42:37,1.0,0,r
84,423,"Since I've been president of America, we have great mental illness in the USA! Your favrite president - President Trump - who is ME - Knows more about mental illness then anyone! I know More about mental illness then the president of Japan! or ENGLAND!! OR WISCONSIN!! ITS TRUE!!",1.1650066096737853e+18,2019-08-23 21:03:15,0.0,0,p
85,72,"I am lowering, not raising, Medicare Premiums!",1.306658015504982e+18,2020-09-17 18:15:22,1.0,0,r
86,363,FACTS and EVIDENCE SHOULD NOT BE ALLOWED AT MY TRIAL!!! The ONLY reason that Dems want to use facts and evidence is because the facts prove I'm guilty! AND THATS TOTALY UNFAIR for ME! #ImpeachmentTrial #GOPCoverup,1.2197801496772608e+18,2020-01-22 00:33:44,0.0,0,p
87,70,Just out: Some people in the Great State of North Carolina have been sent TWO BALLOTS. RIGGED ELECTION in waiting!,1.3066588668018975e+18,2020-09-17 18:18:45,1.0,0,r
88,228,"Left California for Arizona. Leaving Arizona after a GREAT meeting with our incredible Hispanic community. Heard fantastic and inspiring success stories. Will be landing in Washington (D.C.) soon! Big White House ceremony tomorrow morning with Israel, UAE, and Bahrain.",1.3056956252042158e+18,2020-09-15 02:31:10,1.0,0,r
89,27,Joe Biden delivered remarks to union members after spending 47 years giving their jobs to China and foreign countries in exchange for campaign cash...,1.307091595263701e+18,2020-09-18 22:58:15,1.0,0,r
90,161,"Voting starts in Virginia TODAY, and we are going to WIN. You have a crazy Governor who wants to take away your guns, which he will do without me in office. He is in favor of executing babies after birth - this isn’t late-term abortion, this is a step way beyond! Vote for me...",1.3070306603900273e+18,2020-09-18 18:56:07,1.0,0,r
91,386,"I just oficially withdrew the US from the Paris Climate Agreement. Nobody even knew what was in it! 25 pages long!! With words on EVERY page! Too many words to read! And why name it after Paris Hilton? Makes NO sense! She's HOT, but totally clueless about controlling the weather!",1.1914840382274068e+18,2019-11-04 22:35:06,0.0,0,p
92,381,"""I WANT NOTHING"".  My speach writer wrote that! Just for ME! On paper! With a SHARPIE! A Very expensive BLACK sharpie! It must be true! Because he wrote it!",1.1972817583430287e+18,2019-11-20 22:33:10,0.0,0,p
93,294,"Unlike Sleapy Joe Biden, I'm getting prepared! I'm adding MILES of new fencing around MY White House! ""BUILD THAT WALL!"" I've ordered MY Bunker to be dug out deeper! Deeper than anyone thought possible!! AND I've called OVER 57 countries to find one that would grant me asylum!",1.268572423156314e+18,2020-06-04 15:56:49,0.0,0,p
94,191,"Unsolicited Ballots are uncontrollable, totally open to ELECTION INTERFERENCE by foreign countries, and will lead to massive chaos and confusion!",1.3066573778239939e+18,2020-09-17 18:12:50,1.0,0,r
95,145,Joe Biden delivered remarks to union members after spending 47 years giving their jobs to China and foreign countries in exchange for campaign cash...,1.307091595263701e+18,2020-09-18 22:58:15,1.0,0,r
96,177,On Air Force One heading to Wisconsin. Biden refused to go there to apologize for not showing up for the failed Democrat Convention. So funny to watch the Fake News fawning over Sleepy Joe’s ridiculous “car press conference”. Pathetic!,1.306738755894567e+18,2020-09-17 23:36:12,1.0,0,r
97,223,"We are advertising all over the place, but as much as we do, the Fake News likes to say we aren’t. Just being smart. We have much more money than we had at same time in 2016. Also spending on other, and different, elements of the campaign. Starting to get great poll numbers!",1.3058663471974564e+18,2020-09-15 13:49:33,1.0,0,r
98,240,"Bob Woodward releesed MY letters from Kim Jong Un! Those were MY love letters! MINE! The letters were supposed to be Secret! KIM LOVES ME! I LOVE HIM! DEEPLY! PASSIONATLY! EVERLASTING! Even though Kim & I only spent 2 nights together, our love goes WAY BEYOND PHYSICAL ATTRACTION!",1.3041252055399588e+18,2020-09-10 18:30:53,0.0,0,p
99,341,"Just got off a call with Chinese President Xi. Discussed the CoronaVirus and the TV show The Bachelor - which he's NEVER seen! Fake News will probably say I took a big risk by talking to Xi, but I DID wear a mask AND washed my hands as soon as I got off the call. I'm not stupide!",1.2439413282092646e+18,2020-03-28 16:41:38,0.0,0,p
